Common Name,Faculty,Number,Course Title,Schedule,Lecture Hours,Lab Hours,Weight,Description,Prerequisites,Corequisites,Restrictions,Equates,Departments,Offerings,External Course Codes
ANTH*4300,ANTH,4300,Anthropological Issues,F,3,0,0.50,Current issues and future trends in the discipline of socio-cultural anthropology will provide the subject matter of this variable content course. This course is meant to provide an opportunity for socio-cultural anthropology majors to consider the latest developments in the sub-discipline. Course topics will be announced and course outlines will be available at course selection time. ,"12.50 credits including ANTH*3690, SOAN*3070",,,,Department of Sociology and,,

ANTH*4440,ANTH,4440,"Culture, Rights and Development",W,3,0,0.50,This course examines the theoretical and practical problems associated with respecting local cultures while also respecting human dignity universally. Various definitions of 'development' will be explored in terms of how they reflect cultural values and global inequalities. ,"12.50 credits including (ANTH*3690 or IDEV*2300), (IDEV*2100 or SOAN*3070)",,,,Department of Sociology and,,

ANTH*4540,ANTH,4540,Seminar in Anthropology,"F,W",3,0,0.50,This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available. ,"12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070",,,,Department of Sociology and,,

ANTH*4550,ANTH,4550,Topics in the Anthropology of Health,F,3,0,0.50,This seminar focuses on the anthropological analyses of medical and health issues among current and past populations. The course is based on case studies. It will provide students with a grounding in the theoretical approaches appropriate to anthropological considerations of issues relating to health. ,"12.50 credits including (ANTH*3690 or IDEV*2300), (IDEV*2100 or SOAN*3070)",,,,Department of Sociology and,,

ANTH*4640,ANTH,4640,Seminar in Anthropology,"F,W",3,0,0.50,This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available. ,"12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070",,,,Department of Sociology and,,

ANTH*4700,ANTH,4700,Issues in Contemporary Anthropological Theory,W,3,0,0.50,"This course critically examines current anthropological theories, which may include post-structuralism, post-modernism, neo-Marxism and processual approaches. Attention may also be given to the theoretical and political implications of constructionism and calls for ethnographic reflexivity. ","12.50 credits including ANTH*3690, SOAN*3070",,,,Department of Sociology and,,

ANTH*4740,ANTH,4740,Seminar in Anthropology,"F,W",3,0,0.50,This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available. ,"12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070",,,,Department of Sociology and,,

ANTH*4840,ANTH,4840,Seminar in Anthropology,"F,W",3,0,0.50,This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available. ,"12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070",,,,Department of Sociology and,,

ANTH*4880,ANTH,4880,Special Projects in Anthropology,"S,F,W",3,0,0.50,"This special study/reading course option is designed to provide advanced undergraduates with an opportunity to explore independently the frontiers and foundations of a field of knowledge. Under supervision, the student will study in greater depth topics related to regular upper-level courses offered in the department which the student has taken or is taking. Permission of the instructor who will be supervising the project is required. ",12.50 credits,,"Instructor consent required. Please note, a student is allowed a total of 1.00 credits only for reading courses.",,Department of Sociology and,,

ANTH*4890,ANTH,4890,Special Projects in Anthropology,"S,F,W",3,0,0.50,"This special study/reading course option is designed to provide advanced undergraduates with an opportunity to explore independently the frontiers and foundations of a field of knowledge. Under supervision, the student will study in greater depth topics related to regular upper-level courses offered in the department which the student has taken or is taking. Permission of the instructor who will be supervising the project is required. ",12.50 credits,,"Instructor consent required. Please note, a student is allowed a total of 1.00 credits only for reading courses.",,Department of Sociology and,,

ANTH*4900,ANTH,4900,Honours Anthropology Thesis I,"S,F,W",3,0,0.50,Development and design of an honours thesis proposal conducted under the supervision of a faculty member. Recommended to honours major students. ,"15.00 credits including ANTH*3690, (SOAN*3070 or SOAN*3120)",,Instructor consent required. As well as a cumulative average of 70% in all Sociology and Anthropology courses.,,Department of Sociology and,,
